Artist,Track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,0
Population Reduction,Road-Age at the Farmers Market,3.24E-05,0.3,172480,0.705,0.128,1,0.107,-8.046,1,1,0.137,138.969,3,0.476,
Agency 1.9.9.4,Dayz Of Our Livez,0.14,0.684,228480,0.92,4.71E-06,8,0.166,-2.669,0,0,0.406,89.918,4,0.474,
Maria Muldaur,It Ain't The Meat It's The Motion,0.44,0.63,181733,0.519,0,11,0.264,-9.586,1,16,0.042,136.326,4,0.737,
Aeoliah,Inner Chamber,0.99,0.144,307373,0.0668,0.97,5,0.106,-26.923,1,15,0.0482,141.715,4,0.0293,
Fajardo,La Fluta Magica,0.508,0.496,286133,0.464,0.029,7,0.339,-7.381,1,0,0.0364,123.324,4,0.667,
Meiway,Aho,0.319,0.697,289427,0.815,0.0128,7,0.111,-4.149,1,1,0.0333,92.943,4,0.579,
The Real Kids,Problems,0.282,0.537,135000,0.918,3.77E-05,0,0.113,-5.248,1,1,0.0411,156.541,4,0.908,
Charlie Byrd Trio,I've Got The World On A String,0.841,0.752,231933,0.111,0.0116,2,0.0742,-18.537,1,3,0.0504,110.107,4,0.389,
Happy Mondays,Performance (Remastered),1.53E-05,0.488,243253,0.809,0.533,0,0.321,-9.868,1,23,0.0482,109.288,4,0.816,
Roy Brown,Rockin' At Midnight,0.936,0.596,164213,0.516,0,0,0.423,-6.574,1,5,0.0881,158.463,4,0.752,
Atom,Know Thyself,0.058,0.486,196938,0.475,0.396,3,0.0874,-12.354,1,0,0.0351,138.058,4,0.0781,
Flor Silvestre,Que Viva El Amor,0.814,0.539,122021,0.286,0,4,0.327,-7.355,0,0,0.042,141.531,3,0.662,
The Fool'S Nose,The Last Song,0.0941,0.376,260560,0.0071,0.914,4,0.111,-17.189,0,0,0.0314,86.123,4,0.778,
Gisselle,Tocame,0.4,0.8,243627,0.916,0,9,0.181,-2.772,1,2,0.0646,136.916,4,0.894,
Marvin Hamlisch,Anya,0.981,0.272,202840,0.0847,0.842,4,0.265,-24.117,0,15,0.0434,78.398,3,0.137,
Mike Jones,Grandma (Screwed & Chopped Version),0.0154,0.665,364787,0.73,1.82E-05,2,0.296,-8.171,1,6,0.113,142.762,4,0.329,
Dora The Explorer,Fairytale Land,0.616,0.62,63840,0.871,0.000255,0,0.18,-3.595,1,22,0.0498,119.663,4,0.94,
Architecture In Helsinki,Heart it Races (Yacht's I Should Coco Mix),0.151,0.879,275707,0.76,0.000245,10,0.356,-6.918,0,15,0.0983,110.003,4,0.688,
Beastie Boys,Crawlspace,0.256,0.907,173600,0.699,1.09E-05,10,0.343,-6.724,0,27,0.297,108,4,0.68,
Zuma,Juno,0.0528,0.321,736914,0.207,0.036,11,0.122,-7.785,0,0,0.0678,155.958,4,0.174,
Harry Choates,Jolie Blon's Gone,0.942,0.439,177800,0.385,0.0212,9,0.107,-9.028,1,0,0.0301,179.079,4,0.927,
Iggy And The Stooges,1969,0.000728,0.495,245520,0.751,0.0342,2,0.591,-7.334,1,44,0.0554,107.073,4,0.725,
R.E.M.,Stumble,0.000639,0.449,341840,0.886,0.598,2,0.249,-7.925,1,23,0.0432,153.366,4,0.931,
Bon Jovi,Till We Ain't Strangers Anymore,0.0544,0.366,283320,0.459,0,7,0.082,-5.77,1,36,0.0272,139.277,4,0.195,
Dale Russ / Finn MacGinty,Reels: Old Joes / the Cliffs of Moher / the clips of mohair / the slightly less-well-informed maid,0.874,0.492,261840,0.601,2.12E-06,2,0.0701,-3.875,1,1,0.0468,123.344,4,0.876,
Sheek Louch,Die Slow,0.0683,0.616,64813,0.773,0,3,0.179,-4.557,0,2,0.385,113.076,3,0.574,
Renato Borghetti,Armando,0.483,0.696,150747,0.642,0.259,7,0.0342,-4.559,1,4,0.171,170.697,4,0.916,
The Clash,Death Or Glory,0.0572,0.677,235000,0.842,0,0,0.15,-7.28,1,51,0.0415,137.589,4,0.767,
MxPx,Drum Machine Joy,0.00133,0.185,215200,0.69,3.56E-06,5,0.0737,-5.097,1,14,0.0365,193.658,4,0.777,
Daniel Johnston,Walking The Cow (Hi How Are You),0.989,0.579,214493,0.288,0.944,10,0.189,-17.692,0,44,0.0737,141.897,4,0.895,
Kofi,I'm Just A Girl,0.0333,0.852,177190,0.481,3.59E-05,2,0.0609,-7.545,1,1,0.0825,81.954,4,0.672,
W.A.S.P.,Phantoms In The Mirror,0.0029,0.507,276720,0.992,0.909,3,0.06,-6.097,0,18,0.114,117.03,4,0.208,
John P. Kee,Encouraged,0.383,0.656,354960,0.767,0,1,0.518,-7.42,1,14,0.0364,92.521,4,0.837,
Nolwenn Leroy,Etre Une Femme,0.257,0.637,201187,0.528,1.62E-05,1,0.111,-5.953,0,20,0.025,89.755,4,0.289,
The Primitives,Never Tell,0.012,0.507,172933,0.891,0.00382,9,0.0322,-11.468,1,5,0.0421,99.678,4,0.924,
The Pharcyde,Passin' Me By,0.0903,0.759,303493,0.756,2.36E-06,4,0.265,-8.145,0,66,0.266,87.059,4,0.613,
John Wesley,Chasing Monsters,0.151,0.449,271307,0.562,3.33E-05,4,0.149,-7.975,0,0,0.0326,148.167,4,0.143,
AUDIO.3,SPONT.AN,0.161,0.805,241387,0.658,3.33E-06,7,0.452,-10.276,1,0,0.257,92.997,4,0.868,
Lauren Wood,But You Are,0.0373,0.66,207200,0.839,3.14E-06,4,0.68,-5.179,1,3,0.0475,119.068,4,0.62,
Fleet Foxes,English House,0.173,0.579,281200,0.566,0.477,8,0.127,-9.893,1,39,0.0274,97.973,4,0.372,
Elliot Smith,Angeles,0.86,0.53,176827,0.0993,0.2,4,0.153,-23.548,0,53,0.0549,118.139,4,0.588,
Asleep At The Wheel,Hot Rod Lincoln,0.256,0.8,177360,0.56,1.38E-05,4,0.368,-14.032,1,43,0.0593,122.942,4,0.963,
Soilent Green,Pretty Smiles & Shattered Teeth,6.26E-05,0.291,278960,0.981,0.533,1,0.293,-5.43,1,5,0.191,132.405,4,0.272,
Juan Carmona,Pa'lla pa'ca,0.895,0.609,234467,0.519,0.0517,6,0.144,-8.729,0,0,0.0469,135.645,3,0.523,
Bone Thugs-N-Harmony,2 Glocks,0.0103,0.897,266067,0.555,5.41E-06,1,0.0857,-5.6,0,27,0.147,94.056,4,0.818,
Joe McBride,Like A Star,0.744,0.68,309547,0.498,0.00397,1,0.079,-13.879,1,2,0.0474,115.904,4,0.402,
Baroness,Wanderlust,5.99E-05,0.232,269707,0.893,0.512,0,0.291,-5.954,0,30,0.0533,163.002,4,0.553,
Dottie West,Country Girl,0.387,0.465,157760,0.425,0,7,0.156,-4.888,1,9,0.0313,62.66,4,0.575,
Steve Vai,The Murder Prologue,0.0206,0.152,69907,0.539,0.372,10,0.373,-8.173,0,8,0.0387,93.906,4,0.0906,
Roy Buchanan,C.C. Ryder,0.375,0.376,411160,0.247,0.401,0,0.946,-16.292,1,9,0.0427,190.767,3,0.446,
Jo Privat,Ay ! Mi Sombrero,0.495,0.73,123668,0.35,0.000379,9,0.0631,-10.968,1,5,0.0407,121.979,4,0.961,
The Mustangs,Moscow Nights,0.305,0.516,161795,0.51,0.941,4,0.125,-9.065,0,3,0.0311,128.939,4,0.888,
First Blood,Execution,6.04E-05,0.399,169227,0.971,0.00284,7,0.172,-4.237,1,21,0.119,131.214,4,0.546,
Joe Heaney,Red is the Rose,0.931,0.492,194667,0.0288,0,8,0.694,-18.746,1,4,0.0916,79.597,1,0.379,
Junior Kimbrough,Lonesome Road,0.966,0.43,217627,0.268,0.24,0,0.214,-11.926,1,19,0.0292,62.563,4,0.255,
Los Fabulosos Cadillacs,Electrasonic V,0.0584,0.814,137053,0.854,0.0103,1,0.0691,-4.634,1,14,0.0483,118.702,4,0.906,
Tom Barabas,Shades Of Love,0.743,0.672,336667,0.572,0.473,0,0.086,-12.913,1,4,0.0269,138.002,4,0.59,
Daddy Yankee / May-Be,Que Vas A Hacer?,0.0123,0.769,199533,0.689,0.0188,9,0.104,-6.276,0,37,0.0877,92.019,4,0.591,
Carlton Livingston,Slow Down,0.935,0.677,203920,0.28,0.27,8,0.144,-13.165,1,0,0.24,135.845,4,0.455,
Suzi Quatro,Born To Run,0.00964,0.634,240427,0.757,0.00142,9,0.175,-7.038,1,25,0.0285,137.507,4,0.859,
Mac Dre,This is My Year,0.0107,0.781,259960,0.633,1.89E-06,1,0.158,-10.276,1,4,0.0779,169.974,4,0.937,
Juan Carmona,Soleariyas,0.948,0.448,339880,0.361,0.914,6,0.106,-13.769,1,1,0.0425,110.088,3,0.243,
Christian adam,Il a suffit d'une chanson d'amour,0.52,0.384,164227,0.518,0,10,0.198,-11.739,1,0,0.0439,140.883,3,0.666,
Nikos Kalaintzis,Gamilia Patinada,0.97,0.497,141307,0.432,0.938,5,0.0831,-14.484,1,1,0.0479,153.725,4,0.961,
The Clash,I'm So Bored With The U.S.A.,0.000454,0.31,144600,0.862,0.0156,9,0.0481,-6.943,1,46,0.0509,196.682,4,0.599,
Jason & The Scorchers,If Money Talks,0.0168,0.299,155093,0.985,0.000204,7,0.339,-3.008,1,15,0.103,175.934,4,0.349,
Rihanna,Good Girl Gone Bad,0.248,0.697,229413,0.467,0,9,0.0941,-7.536,1,77,0.0715,82.081,4,0.572,
Max Steiner,Laurie And Martin,0.869,0.163,51493,0.232,0.672,4,0.17,-13.494,0,4,0.0477,80.806,5,0.138,
Sister Rosetta Tharpe,Shine For Jesus,0.987,0.608,116467,0.317,0.922,0,0.224,-17.092,1,0,0.0584,96.754,4,0.873,
R.L. Burnside,Rollin' and Tumblin',0.829,0.525,171293,0.216,0.00339,4,0.335,-13.635,1,31,0.0559,175.288,4,0.137,
DMZ,He's Waitin',0.306,0.379,179000,0.917,8.61E-05,7,0.866,-6.769,0,0,0.0697,80.97,4,0.606,
Don Gibson,Evening Prayer,0.869,0.408,148387,0.125,0,7,0.164,-17.71,1,1,0.0346,95.685,4,0.321,
Love and Rockets,Sweet Lover Hangover,0.00128,0.509,306827,0.751,0.534,10,0.126,-9.297,1,29,0.0315,97.003,4,0.495,
The Mystic Moods Orchestra,Gay Ranchero,0.434,0.464,147947,0.345,0.185,0,0.266,-21.502,1,0,0.0429,124.041,4,0.581,
Billy Walker,Thank You For Calling,0.885,0.647,159733,0.271,5.71E-06,0,0.158,-16.334,1,14,0.0361,111.563,4,0.39,
LL Cool J / Amil,Hello,0.00732,0.768,232093,0.619,0.0185,10,0.0979,-3.84,0,13,0.159,92.1,4,0.541,
Gato Perez,Ja Soc Aqui,0.633,0.596,244093,0.749,0.0577,2,0.368,-9.542,1,0,0.0639,114.304,4,0.731,
Eddie Palmieri,Nada De Ti,0.569,0.522,391827,0.579,0.0229,5,0.129,-12.976,0,16,0.0512,95.298,4,0.959,
Gaither Vocal Band,Everything Good (Everything Good Version),0.332,0.696,200333,0.85,0,9,0.151,-5.71,1,11,0.0417,122.028,4,0.811,
Sergio Mendes,Puzzle of Hearts,0.171,0.556,327093,0.463,0,4,0.103,-7.876,0,1,0.0257,103.112,3,0.171,
Maroon 5,Sweetest Goodbye,0.167,0.566,270733,0.819,0,1,0.187,-5.951,1,48,0.104,164.004,4,0.708,
Krystof,Vodne stocne,0.186,0.528,227613,0.468,0,2,0.0976,-7.402,1,6,0.0275,78.067,4,0.106,
GZA/The Genius,Did Ya Say That,0.0156,0.647,234667,0.753,0,5,0.166,-6.254,0,26,0.28,156.353,4,0.671,
Vivian,Streets On Fire,2.50E-05,0.427,191840,0.888,2.01E-06,3,0.104,-5.806,0,0,0.0642,162.983,4,0.472,
Every Time I Die,After One Quarter Of A Revolution,0.000481,0.275,124147,0.989,0,7,0.0913,-4.254,1,27,0.274,112.458,4,0.0776,
Arthur Fiedler,Doctrines,0.984,0.389,486440,0.276,0.897,10,0.09,-12.318,0,0,0.0359,99.803,4,0.341,
Kill The Client,Dog Tagged,1.59E-06,0.157,57168,0.998,0.949,7,0.186,-2.671,1,4,0.223,133.864,5,0.0395,
John Sebastian,Wagoner's Lad,0.655,0.0661,225240,0.235,0.00404,7,0.0711,-13.062,1,0,0.0373,54.508,4,0.158,
James Last,Games That Lovers Play,0.818,0.389,162707,0.3,0.939,0,0.115,-14.656,0,43,0.0298,149.192,4,0.488,
Iggy Pop,5 Foot 1,0.00231,0.438,270893,0.772,0.000301,2,0.326,-9.166,1,24,0.158,166.933,4,0.641,
Willie Colon,Guajira Y Ven,0.387,0.673,249280,0.632,4.12E-05,0,0.0717,-8.7,0,3,0.115,96.299,4,0.775,
Endres,born again,0.00336,0.653,154693,0.593,0.000764,7,0.358,-6.733,1,0,0.0305,128.045,4,0.432,
Bill Murk,What a Friend We Have in Jesus,0.984,0.292,402959,0.391,0.77,1,0.119,-8.343,1,1,0.0302,118.442,4,0.0382,
Annie Minogue Band,Love Goes Down (Part Deux),0.00212,0.46,220319,0.877,0.00232,5,0.107,-5.953,0,0,0.037,167.932,4,0.508,
Lou Reed,Sally Can't Dance,0.492,0.548,248147,0.802,1.38E-05,9,0.148,-5.528,0,33,0.132,142.089,4,0.878,
Milk Inc.,Nothing To You,0.166,0.651,203200,0.81,0.113,9,0.236,-7.377,0,4,0.033,140.001,4,0.495,
Joe Heaney,Peigin is Peadar,0.989,0.556,150976,0.0746,0,10,0.153,-16.266,1,0,0.102,104.84,1,0.603,
J-MACK,World Wind,0.953,0.198,526507,0.132,0.0116,10,0.0955,-18.718,0,8,0.0417,138.404,4,0.0369,
Akon,Gun Shot,0.0918,0.813,175213,0.518,0,0,0.367,-10.37,1,12,0.0757,93.974,4,0.898,
Alias,Dying To Stay,0.173,0.406,310733,0.685,0.319,1,0.121,-5.616,1,5,0.222,73.529,4,0.11,
George Nooks,Watchie Watchie,0.00954,0.762,211667,0.447,0,9,0.0704,-9.084,1,0,0.255,168.14,4,0.622,
Donna Fargo,Superman,0.503,0.607,147173,0.668,3.68E-06,11,0.333,-11.682,1,10,0.039,99.645,4,0.96,
Kristine W.,Fly Again (The Scumfrog Radio Edit),0.000398,0.63,239813,0.889,0.00418,4,0.0717,-4.145,1,5,0.0504,131.949,4,0.761,
Roger Creager,The Everclear Song,0.035,0.692,246160,0.446,0,7,0.138,-11.01,1,48,0.0316,115.03,4,0.532,
System of a Down,Streamline,0.000125,0.395,217600,0.855,0.0333,0,0.16,-3.001,1,50,0.0356,130.892,3,0.472,
Selena,El Chico Del Apartamento 512,0.481,0.762,208867,0.654,2.80E-06,10,0.0791,-10.392,1,66,0.0335,102.059,4,0.925,
Phil Collins,One More Night,0.788,0.534,288973,0.442,0.000351,3,0.0986,-9.442,1,68,0.0308,136.369,4,0.343,
The Game,Desperados,0.0396,0.562,264107,0.852,2.09E-05,1,0.119,-5.13,1,3,0.321,93.341,4,0.573,
Clannad,Cumha Eoghain Rua Ui Neill (Lament For Owen Roe),0.967,0.324,249360,0.0638,0.932,7,0.106,-18.756,1,22,0.0323,101.391,4,0.053,
Poncho Sanchez,Going Back To New Orleans,0.553,0.607,282240,0.828,0.00738,5,0.28,-6.472,1,6,0.103,99.256,4,0.745,
Los Iracundos,No Se Lo Que Me Da,0.254,0.641,175099,0.581,0.929,6,0.12,-8.805,1,0,0.0466,112.048,4,0.961,
Session Americana,Ice Cream Man,0.613,0.577,215520,0.619,0.000151,7,0.232,-8.004,1,2,0.0581,141.207,4,0.958,
Thomas Dolby,She Blinded Me With Science,0.0725,0.798,222387,0.767,0.138,9,0.0985,-10.502,1,47,0.0421,129.401,4,0.974,
Freddie King,Rock Me Baby,0.353,0.257,307307,0.502,0.000221,8,0.409,-14.88,1,9,0.15,180.109,3,0.514,
DJ Guy,Freak it all Night,0.119,0.757,240000,0.894,0.685,1,0.0848,-7.667,1,11,0.0477,147.005,4,0.911,
Eddy Arnold,What's He Doin' In My World,0.876,0.274,133160,0.266,1.12E-05,1,0.0963,-11.693,1,28,0.0335,203.383,3,0.45,
Dexy's Midnight Runners,Seven Days Too Long,0.323,0.558,163200,0.891,0,5,0.157,-6.89,0,33,0.104,150.455,4,0.66,
Johnny Vicious,Speaker Problems,0.543,0.477,27160,0.0157,0,1,0.107,-24.216,1,0,0.0862,133.464,3,0.654,
Vanessa Daou,For Anything,0.29,0.595,177867,0.326,0.926,7,0.119,-13.467,0,7,0.029,102.048,4,0.477,
Foghat,Zig-Zag Walk,0.0145,0.828,208667,0.664,0.0371,0,0.098,-8.376,1,3,0.0462,132.165,4,0.894,
Africando All Stars,Mopao,0.637,0.671,275240,0.666,0.00181,0,0.0918,-8.114,1,14,0.0426,167.666,4,0.933,
Fania All Stars,Peanuts (The Peanut Vendor),0.33,0.748,294547,0.725,0.247,5,0.0911,-8.812,0,13,0.123,93.409,4,0.751,
Mariah Carey,Anytime You Need A Friend,0.469,0.57,265467,0.549,7.91E-06,9,0.0715,-7.956,0,51,0.0312,136.13,4,0.295,
Dimmu Borgir,Broderskapets ring,1.66E-06,0.151,330998,0.96,0.862,7,0.16,-4.986,0,28,0.0727,180.095,3,0.19,
Minnie Riperton,Completeness,0.749,0.367,216280,0.476,0.0131,1,0.0981,-9.936,1,29,0.0328,108.975,4,0.364,
Jeanne Robertson,"Perk trip - sleeping in ""tubes",0.807,0.638,486427,0.672,0,8,0.955,-11.276,1,9,0.932,114.42,4,0.495,
Megadrums,Dasotmori Live,0.965,0.487,136267,0.00802,0.93,0,0.108,-27.29,0,0,0.0382,121.995,4,0.131,
Paul Glazby,The Wickedness,3.63E-05,0.674,517551,0.904,0.797,11,0.107,-8.634,0,0,0.0485,146.979,4,0.587,
Lightforce,Right here Waiting,0.138,0.522,228533,0.869,0.355,0,0.152,-9.982,1,4,0.0691,138.164,4,0.429,
Cristy Lane,God Is The Answer (Footprints In The Sand Album Version),0.838,0.42,99627,0.275,2.44E-06,5,0.243,-10.122,1,3,0.0272,108.8,3,0.275,
Candy Lo,Si Lu,0.196,0.704,221720,0.662,2.42E-06,0,0.351,-5.37,1,0,0.0351,96.496,4,0.327,
Sean Paul,Baby Boy [feat. Beyonce],0.0667,0.658,246707,0.621,2.46E-06,1,0.142,-5.725,1,58,0.231,91.267,4,0.817,
Jacques Ferchit,Ã‡a c'est Paris,0.287,0.679,155160,0.552,0.314,4,0.0727,-8.318,1,2,0.0408,125.141,4,0.962,
Antonis Remos,Min Aporis,0.765,0.622,254267,0.36,9.09E-06,11,0.0849,-12.589,0,18,0.0276,127.943,4,0.361,
Gunther & the Sunshine Girls,Teeny Weeny String Bikini,0.102,0.667,241947,0.996,0.000104,0,0.223,-2.625,1,42,0.0482,131.987,4,0.858,
Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima,Sarambeque,0.93,0.616,152360,0.458,0.923,2,0.118,-15.732,1,0,0.05,91.435,4,0.865,
Eddie Turner,Resurrection,0.024,0.178,146093,0.549,0.914,2,0.109,-4.408,0,0,0.0327,178.878,4,0.367,
Laurindo Almeida,Mozart In Samba Motion,0.835,0.829,242081,0.61,0.908,0,0.0862,-14.576,1,2,0.0805,87.744,4,0.86,
Seamus Egan,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),0.895,0.421,276160,0.39,0.0233,2,0.273,-11.46,1,1,0.0489,128.058,4,0.963,
Russ Morgan,Do You Ever Think Of Me,0.89,0.402,149558,0.196,0.322,6,0.0683,-12.139,1,0,0.0283,170.867,4,0.682,
Twila Paris,Perfect Peace,0.927,0.49,203600,0.2,9.92E-05,3,0.125,-13.842,1,31,0.0277,101.975,3,0.209,
Otis Spann,Half Ain't Been Told,0.983,0.523,283293,0.293,0.0368,9,0.219,-13.129,0,16,0.0347,119.97,3,0.523,
Daler Mehndi;Chitra,Rang De Basanti,0.054,0.848,363800,0.925,0.104,7,0.209,-6.161,1,48,0.0767,105.006,4,0.69,
Gustavo Santaolalla,The Blinding Sun,0.205,0.773,117147,0.611,0.809,8,0.0727,-14.045,0,12,0.0409,90.564,3,0.583,
Cabas,Machuca,0.0149,0.589,284267,0.88,0.0433,4,0.116,-5.977,0,6,0.0757,159.497,4,0.784,
UKW,Einmal reich,0.0399,0.447,250573,0.783,5.38E-06,0,0.217,-6.509,1,3,0.072,163.456,4,0.527,
C.C. Adcock,Love N' Gold,0.00699,0.712,273027,0.635,0.0238,2,0.0575,-5.677,1,10,0.0351,81.011,4,0.772,
Missy Higgins,Where I Stood [Live],0.514,0.377,255360,0.423,0,9,0.716,-6.476,1,25,0.0294,71.971,4,0.325,
Jericho,Simon,0.961,0.5,210937,0.0836,0.922,7,0.114,-20.161,0,13,0.045,112.916,3,0.0967,
DJ Rashad,Juke It Down,0.0251,0.842,289520,0.469,0.562,1,0.0909,-7.12,0,0,0.223,159.983,4,0.733,
TYR,Grial II,0.000371,0.253,293526,0.945,0.000173,0,0.159,-6.396,0,0,0.188,147.613,4,0.132,
Heavenly,Over And Over,0.917,0.157,216462,0.112,0.813,4,0.111,-23.925,0,17,0.0451,132.802,4,0.0358,
Cass Fox,Army Of One,0.0706,0.543,253400,0.866,0,2,0.087,-5.581,0,1,0.0517,178.958,4,0.644,
A Tribe Called Quest,Get A Hold,0.0555,0.927,215267,0.427,0.000692,10,0.241,-8.304,0,44,0.391,95.23,4,0.652,
Kalibas,From Ivory Towers Above The Control Grid,0.000589,0.28,164400,0.9,0.183,1,0.358,-6.535,1,0,0.133,104.072,3,0.296,
Jimi Hendrix,Lullaby For The Summer,0.0561,0.421,228907,0.926,0.000759,10,0.0276,-7.187,0,17,0.0403,128.997,4,0.94,
Vex'd,Disposition (feat. Jest),0.00333,0.655,243507,0.555,0.00471,1,0.351,-8.522,0,1,0.407,70.955,4,0.472,
David Hudson,Kurrajong,0.462,0.594,137840,0.336,0.339,11,0.108,-15.195,0,5,0.0556,126.114,4,0.0943,
Temple Of The Dog,Hunger Strike,0.0236,0.373,246267,0.567,3.47E-06,7,0.0916,-10.835,1,60,0.032,137.789,4,0.298,
Jessica Simpson,In This Skin,0.0923,0.553,191827,0.756,0,0,0.215,-4.583,1,58,0.108,94.487,4,0.605,
Toni Braxton,Best Friend,0.52,0.65,267240,0.499,0,11,0.225,-8.818,1,31,0.0291,123.775,4,0.359,
The Monroes,Eric,0.000822,0.588,260545,0.961,0.000207,1,0.362,-4.652,1,0,0.107,109.552,3,0.427,
Spooky Tooth / Mike Harrison,I Am The Walrus,0.0206,0.403,385693,0.651,0.00166,2,0.112,-11.34,1,38,0.0467,133.302,4,0.415,
Republica,Pub Pusher,0.000222,0.557,264240,0.926,0.00802,5,0.45,-4.179,1,7,0.0339,138.011,4,0.495,
Donnie McClurkin,I'm Walking,0.0483,0.441,318813,0.91,6.36E-05,8,0.695,-4.01,1,30,0.232,101.515,4,0.576,
Bruce Robison,Trouble,0.697,0.568,182107,0.159,0,5,0.119,-14.617,1,4,0.0547,130.762,4,0.238,
Bad Company,Take The Time,0.33,0.655,253027,0.624,0,2,0.0859,-8.919,1,18,0.0362,131.418,4,0.808,
Richard Galliano,Les Forains,0.951,0.23,188853,0.204,0.783,9,0.157,-11.817,0,0,0.0297,94.794,3,0.23,
Desert Dwellers,Sunset In Akkarai,0.37,0.551,445987,0.641,0.884,7,0.373,-10.24,0,20,0.0361,90.001,4,0.213,
Jars Of Clay,Don't Stop,0.000769,0.657,223948,0.777,0.197,6,0.245,-6.206,1,16,0.0297,127.974,4,0.83,
Los Originales De San Juan,Joaquin Torres Jr.,0.31,0.437,250427,0.727,0,5,0.113,-6.935,1,15,0.338,205.417,3,0.877,
Piero Umiliani,Ricerca nell' isola,0.941,0.303,151146,0.0445,0.79,9,0.107,-19.892,0,2,0.0363,102.721,3,0.047,
Maximilian Hecker,Let Me Out,0.865,0.474,295613,0.191,0.000175,2,0.0996,-12.002,1,2,0.0296,132.002,4,0.0562,
Kathy Troccoli,Great Is Thy Faithfulness,0.917,0.317,417840,0.127,1.02E-06,0,0.111,-12.901,1,0,0.0388,101.229,4,0.163,
Williamson,Cool People Make Me Tired,0.2,0.617,223760,0.559,0.899,11,0.105,-8.805,1,4,0.026,140.078,4,0.553,
Fergie,Velvet,0.2,0.639,293133,0.775,0.0095,11,0.169,-6.053,0,27,0.0528,75.006,4,0.822,
Bottom Of The Hudson,Eagle Eye,0.00601,0.559,279893,0.646,0.127,4,0.27,-5.881,0,0,0.0378,149.319,4,0.0656,
Janitor Joe,Voucher,4.88E-06,0.399,122694,0.817,0.849,9,0.0531,-13.09,1,3,0.0326,132.821,4,0.573,
A-Mei,Intro,0.974,0.181,601800,0.0945,0.805,3,0.317,-20.353,0,26,0.0476,77.644,3,0.0386,
Roy Buchanan,Chowbay,0.981,0.464,179933,0.383,0.924,1,0.11,-9.335,1,2,0.0417,73.028,3,0.0688,
Joe Turner / Pee Wee Crayton / Sonny Stitt,Piney Brown (K.C.),0.476,0.737,459960,0.395,0.000733,7,0.0646,-14.386,1,4,0.0305,105.169,1,0.689,
Rising Lion,Jah Keep Us There,0.682,0.915,261067,0.364,0,7,0.0859,-10.686,1,0,0.0705,104.978,4,0.874,
Dynamite Deluxe,Eimsbush bis 0711,0.0424,0.715,152920,0.797,0,6,0.607,-7.335,1,10,0.338,76.103,4,0.758,
Xzibit,Carry The Weight,0.205,0.553,253000,0.48,6.34E-06,10,0.14,-10.979,1,29,0.491,91.331,4,0.561,
Les Witches,Cupareree or Graysinn,0.919,0.305,162467,0.141,0.00235,7,0.101,-16.433,0,0,0.043,110.252,4,0.376,
Dickies,Pretty Please Me,0.00869,0.24,216960,0.891,0.000281,4,0.143,-9.055,1,13,0.0485,188.549,4,0.457,
The Creation,Try And Stop Me,0.0214,0.536,147760,0.561,0,2,0.0967,-5.82,1,10,0.0312,133.527,4,0.355,
Sonora Carruseles,Las Muchachas,0.196,0.679,297787,0.819,0.000579,9,0.12,-5.386,1,5,0.0438,107.9,4,0.889,
3 Doors Down,Here Without You,0.0537,0.536,238560,0.55,0,10,0.134,-6.733,0,75,0.0248,144.018,4,0.234,
Nick Ingman;Gavyn Wright,The Beginning of the Partnership,0.937,0.325,120960,0.2,0.947,10,0.108,-13.065,1,31,0.031,137.817,4,0.103,
Barry Manilow,This One's For You,0.568,0.245,226920,0.397,1.83E-05,0,0.171,-6.997,1,48,0.0272,80.427,3,0.244,
Paris Musette,Passion,0.718,0.455,139973,0.783,0.9,7,0.43,-4.227,0,4,0.114,199.234,3,0.849,
Kali,Dans le calme de la nuit,0.0802,0.769,240480,0.571,0,8,0.101,-6.341,1,0,0.054,90.073,4,0.83,
Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),0.546,0.576,551787,0.0968,0.286,6,0.226,-19.439,0,55,0.036,113.232,3,0.168,
Gene Autry,Cool Water,0.989,0.418,83933,0.122,0.000727,10,0.204,-14.052,1,0,0.0507,82.349,3,0.45,
Cindy Morgan,Dig Up,0.148,0.688,217827,0.714,0,6,0.079,-5.314,1,0,0.0275,108.875,4,0.723,
Theodore Shapiro,The Big Stall,0.138,0.726,82267,0.524,0.129,2,0.0627,-16.125,1,0,0.0872,124.608,3,0.0672,
Michael Jackson,Heaven Can Wait,0.56,0.706,288533,0.685,0,11,0.22,-3.669,1,45,0.0837,117.448,4,0.444,
Sub Focus,Follow The Light (Radio Edit),0.00666,0.402,217253,0.865,0.337,7,0.0964,-7.75,1,11,0.0548,173.965,4,0.0574,
Taal,Noises,0.764,0.479,18560,0.0493,5.08E-06,5,0.17,-39.716,1,0,0.742,112.969,5,0.602,
Egberto Gismonti,Carta De Amor,0.949,0.303,445080,0.0667,0.899,2,0.214,-23.301,1,31,0.0347,129.765,4,0.036,
Tha Liks,Yo Mouth (Skit),0.73,0.374,33093,0.43,0,3,0.712,-10.155,0,2,0.131,71.104,1,0.865,
